City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
305,Rawlins,US,2020-11-07 18:32:14,41.79,-107.24,55.0,46,75,27.51
306,San Patricio,US,2020-11-07 18:32:15,28.02,-97.52,82.0,61,40,12.75
307,Gornorechenskiy,RU,2020-11-07 18:32:15,44.26,135.11,29.52,91,0,2.64
308,Bauru,BR,2020-11-07 18:32:15,-22.31,-49.06,93.99,26,0,3.36
309,Shingu,JP,2020-11-07 18:32:15,33.73,135.98,63.37,90,100,3.65
310,Sarahan,IN,2020-11-07 18:32:16,31.52,77.8,45.64,40,0,5.19
311,Mozarlandia,BR,2020-11-07 18:32:16,-14.74,-50.57,90.72,45,100,8.52
312,Santa Marta,CO,2020-11-07 18:28:37,11.24,-74.2,88.0,72,41,7.16
313,Klyuchi,RU,2020-11-07 18:32:16,52.27,79.17,44.69,56,49,14.72
314,Svetlaya,RU,2020-11-07 18:32:19,46.54,138.33,33.13,87,23,6.2
315,Nicoya,CR,2020-11-07 18:30:02,10.15,-85.45,78.8,88,75,8.05
316,Lavrentiya,RU,2020-11-07 18:32:19,65.58,-171.0,28.76,96,92,11.7
317,Agadir,MA,2020-11-07 18:32:19,30.42,-9.6,71.6,53,0,9.17
318,Ahipara,NZ,2020-11-07 18:32:19,-35.17,173.17,61.7,85,91,11.56
319,Ypsonas,CY,2020-11-07 18:32:20,34.69,32.96,71.6,49,0,17.22
320,Tura,IN,2020-11-07 18:32:20,25.52,90.22,65.16,86,0,4.38
321,Ngunguru,NZ,2020-11-07 18:32:20,-35.62,174.5,61.0,92,5,5.01
322,Sande,DE,2020-11-07 18:32:20,53.5,8.01,48.0,93,0,2.24
323,Shaunavon,CA,2020-11-07 18:32:20,49.65,-108.42,30.2,92,100,6.93
324,Dingle,PH,2020-11-07 18:32:21,11.0,122.67,73.35,92,100,3.11
325,Tuatapere,NZ,2020-11-07 18:32:21,-46.13,167.68,46.99,74,55,10.0
326,Aklavik,CA,2020-11-07 18:32:21,68.22,-135.01,28.4,63,75,6.93
327,Bloomington,US,2020-11-07 18:32:21,44.84,-93.3,71.01,63,90,12.75
328,Bandarbeyla,SO,2020-11-07 18:32:21,9.49,50.81,76.75,85,42,15.01
329,Severnyy,RU,2020-11-07 18:32:22,50.68,36.55,43.2,93,0,8.95
330,Cabo San Lucas,MX,2020-11-07 18:32:22,22.89,-109.91,84.0,74,75,8.05
331,Jinchang,CN,2020-11-07 18:32:22,38.5,102.17,39.85,51,0,4.59
332,Yukon,US,2020-11-07 18:28:04,35.51,-97.76,73.99,49,3,20.8
333,Phuket,TH,2020-11-07 18:32:24,8.0,98.25,86.0,94,40,2.24
334,Vanavara,RU,2020-11-07 18:32:24,60.34,102.28,12.54,96,100,3.8
335,Alyangula,AU,2020-11-07 18:32:24,-13.85,136.42,71.6,94,99,4.7
336,Hay River,CA,2020-11-07 18:32:24,60.82,-115.8,-2.2,84,77,4.7
337,Azul,AR,2020-11-07 18:32:25,-36.78,-59.86,76.93,46,92,3.58
338,Kysyl-Syr,RU,2020-11-07 18:32:25,63.9,122.76,-9.78,90,80,4.27
339,Tigil,RU,2020-11-07 18:32:25,57.8,158.67,26.42,94,95,4.92
340,Puerto Escondido,MX,2020-11-07 18:32:25,15.85,-97.07,87.8,66,20,8.05
341,Chokurdakh,RU,2020-11-07 18:31:07,70.63,147.92,2.53,95,100,6.46
342,Kaitangata,NZ,2020-11-07 18:32:15,-46.28,169.85,46.99,73,100,5.99
343,San Carlos De Bariloche,AR,2020-11-07 18:32:25,-41.15,-71.31,75.2,19,40,9.17
344,Mount Isa,AU,2020-11-07 18:32:26,-20.73,139.5,77.0,13,52,11.41
345,Hobyo,SO,2020-11-07 18:32:26,5.35,48.53,79.84,77,5,10.89
346,Lufilufi,WS,2020-11-07 18:32:26,-13.87,-171.6,78.8,94,75,15.86
347,Tiksi,RU,2020-11-07 18:32:26,71.69,128.87,-8.07,91,0,1.9
348,Half Moon Bay,US,2020-11-07 18:32:26,37.46,-122.43,57.99,58,1,8.05
349,Pangody,RU,2020-11-07 18:32:09,65.85,74.49,32.25,98,100,5.08
350,Ialibu,PG,2020-11-07 18:32:27,-6.28,143.99,55.72,98,100,1.19
351,Baykit,RU,2020-11-07 18:27:52,61.67,96.37,17.92,94,100,2.86
352,Srednekolymsk,RU,2020-11-07 18:32:27,67.45,153.68,-5.37,91,96,8.86
353,Itacarambi,BR,2020-11-07 18:32:27,-15.1,-44.09,85.51,55,92,3.87
354,Klaksvik,FO,2020-11-07 18:32:28,62.23,-6.59,39.2,86,67,8.08
355,Sitka,US,2020-11-07 18:32:04,57.05,-135.33,34.38,84,100,2.24
356,Siavonga,ZM,2020-11-07 18:32:28,-16.54,28.71,89.04,30,2,5.37
357,Champerico,GT,2020-11-07 18:32:28,14.3,-91.92,82.4,78,75,6.93
358,Westport,US,2020-11-07 18:29:39,41.14,-73.36,73.0,52,1,6.93
359,Neiafu,TO,2020-11-07 18:32:29,-18.65,-173.98,69.8,83,20,14.0
360,Bilma,NE,2020-11-07 18:32:30,18.69,12.92,72.72,26,0,7.11
361,Bertoua,CM,2020-11-07 18:32:30,4.58,13.68,72.03,76,98,1.72
362,Berlevag,NO,2020-11-07 18:32:30,70.86,29.09,39.2,80,90,31.09
363,Pitimbu,BR,2020-11-07 18:32:30,-7.47,-34.81,84.2,70,40,18.34
364,Walvis Bay,NA,2020-11-07 18:32:31,-22.96,14.51,62.6,77,0,12.75
365,Deputatskiy,RU,2020-11-07 18:32:31,69.3,139.9,-6.43,91,95,3.02
366,Yar-Sale,RU,2020-11-07 18:32:31,66.83,70.83,29.17,99,97,3.06
367,Eirunepe,BR,2020-11-07 18:32:31,-6.66,-69.87,95.25,40,99,3.33
368,Georgiyevka,KZ,2020-11-07 18:32:32,43.04,74.71,50.0,27,99,8.95
369,Kurilsk,RU,2020-11-07 18:32:32,45.23,147.88,46.04,89,95,1.88
370,Dwarka,IN,2020-11-07 18:32:32,22.24,68.97,81.19,54,0,9.69
371,Vangaindrano,MG,2020-11-07 18:32:32,-23.35,47.6,73.44,86,67,7.67
372,Puerto Leguizamo,CO,2020-11-07 18:32:32,-0.19,-74.78,90.1,50,97,5.79
373,Viedma,AR,2020-11-07 18:32:33,-40.81,-63.0,75.99,39,4,1.01
374,Parkes,AU,2020-11-07 18:31:36,-33.13,148.18,55.0,71,0,9.82
375,Hammerfest,NO,2020-11-07 18:32:33,70.66,23.68,33.8,86,100,47.2
376,Telenesti,MD,2020-11-07 18:32:33,47.5,28.37,45.0,93,0,2.24
377,Chapais,CA,2020-11-07 18:32:33,49.78,-74.85,30.2,80,90,6.93
378,Am Timan,TD,2020-11-07 18:32:33,11.03,20.28,82.13,31,10,4.92
379,Chumikan,RU,2020-11-07 18:32:33,54.72,135.31,11.07,89,100,11.27
380,Meulaboh,ID,2020-11-07 18:32:34,4.14,96.13,76.68,86,99,4.03
381,Xichang,CN,2020-11-07 18:32:34,27.9,102.26,54.73,66,97,2.95
382,Fort Nelson,CA,2020-11-07 18:32:34,58.81,-122.7,5.0,84,75,5.08
383,Buchanan,LR,2020-11-07 18:32:34,5.88,-10.05,79.5,84,100,6.33
384,Kavieng,PG,2020-11-07 18:32:34,-2.57,150.8,82.31,70,26,8.7
385,Concepcion,CL,2020-11-07 18:29:27,-36.83,-73.05,66.2,59,0,19.46
386,Cobija,BO,2020-11-07 18:32:35,-11.03,-68.77,93.2,49,100,5.82
387,Fonte Boa,BR,2020-11-07 18:32:35,-2.5,-66.27,82.81,83,100,4.83
388,Pervomayskiy,RU,2020-11-07 18:32:35,53.25,40.29,39.0,78,0,9.44
389,Pitiquito,MX,2020-11-07 18:32:35,30.7,-112.08,78.01,51,86,5.99
390,Matamoros,MX,2020-11-07 18:32:36,25.53,-103.25,73.4,31,5,1.72
391,Marystown,CA,2020-11-07 18:28:05,47.17,-55.15,48.99,100,100,15.01
392,Rodrigues Alves,BR,2020-11-07 18:32:37,-7.74,-72.65,89.6,66,75,6.93
393,Maniitsoq,GL,2020-11-07 18:32:37,65.42,-52.9,22.03,87,100,15.1
394,Ternate,ID,2020-11-07 18:27:56,0.8,127.4,80.56,80,27,7.14
395,Bairiki,KI,2020-11-07 18:32:38,1.33,172.98,80.6,74,40,4.7
396,Bolobo,CD,2020-11-07 18:32:38,-2.17,16.23,76.05,73,0,1.61
397,Bathsheba,BB,2020-11-07 18:32:38,13.22,-59.52,86.0,74,40,17.22
398,Bajil,YE,2020-11-07 18:32:38,15.06,43.29,83.32,54,0,4.36
399,Dubna,RU,2020-11-07 18:32:39,56.73,37.17,42.17,90,52,8.72
400,Gotsu,JP,2020-11-07 18:32:40,35.0,132.22,59.04,69,8,10.74
401,Lavumisa,SZ,2020-11-07 18:32:40,-27.31,31.89,75.0,83,85,3.02
402,Obo,CF,2020-11-07 18:32:40,5.4,26.49,71.65,91,100,3.06
403,Rey Bouba,CM,2020-11-07 18:32:40,8.67,14.18,80.47,30,100,1.3
404,Leshukonskoye,RU,2020-11-07 18:32:40,64.9,45.76,34.72,89,100,7.99
405,Fontenay-Le-Comte,FR,2020-11-07 18:32:41,46.58,-1.0,60.8,87,90,5.82
406,Ust-Tsilma,RU,2020-11-07 18:32:41,65.44,52.15,33.62,96,100,6.49
407,Pochutla,MX,2020-11-07 18:32:41,15.74,-96.47,89.01,62,20,7.11
408,Savannah Bight,HN,2020-11-07 18:32:41,16.45,-85.85,82.4,78,75,10.29
409,Morros,BR,2020-11-07 18:32:41,-9.45,-46.3,85.53,59,33,7.43
410,Berdigestyakh,RU,2020-11-07 18:32:42,62.1,126.7,-3.96,89,100,6.42
411,Trelew,AR,2020-11-07 18:32:42,-43.25,-65.31,74.77,26,100,22.88
412,Wailuku,US,2020-11-07 18:31:17,20.89,-156.5,75.99,83,40,14.99
413,Pyaozerskiy,RU,2020-11-07 18:32:44,65.83,31.17,37.18,77,0,19.46
414,Tongzi,CN,2020-11-07 18:32:44,28.78,105.09,59.94,74,45,0.81
415,Porto Nacional,BR,2020-11-07 18:32:44,-10.71,-48.42,84.2,70,40,4.7
416,Rottenmann,AT,2020-11-07 18:32:45,47.52,14.35,37.99,100,5,2.24
417,Slavjanovo,BG,2020-11-07 18:32:45,43.47,24.87,44.6,87,5,3.11
418,Necochea,AR,2020-11-07 18:32:45,-38.55,-58.74,64.99,75,1,8.01
419,Baruun-Urt,MN,2020-11-07 18:32:45,46.68,113.28,15.48,84,0,7.56
420,Fasa,IR,2020-11-07 18:32:45,28.94,53.65,51.8,37,0,0.85
421,Tambura,SS,2020-11-07 18:32:46,5.6,27.47,74.14,83,100,2.89
422,Mitchell,US,2020-11-07 18:32:46,43.71,-98.03,71.6,43,1,18.34
423,Salina,US,2020-11-07 18:32:46,38.84,-97.61,73.0,49,1,23.04
424,Santiago,CL,2020-11-07 18:29:21,-33.46,-70.65,90.0,22,0,8.05
425,Chadiza,ZM,2020-11-07 18:32:46,-14.07,32.44,78.44,29,85,9.69
426,Manokwari,ID,2020-11-07 18:32:47,-0.87,134.08,79.77,74,96,3.96
427,Palm Beach,US,2020-11-07 18:32:47,26.65,-80.45,80.01,90,100,4.0
428,Weinan,CN,2020-11-07 18:32:48,34.5,109.51,37.4,93,0,2.24
429,Vuktyl,RU,2020-11-07 18:32:49,63.86,57.31,30.7,98,100,7.45
430,Partenit,UA,2020-11-07 18:32:49,44.58,34.34,51.94,65,0,2.15
431,Santa Barbara,US,2020-11-07 18:32:50,34.73,-120.03,52.0,81,75,6.93
432,Vestmannaeyjar,IS,2020-11-07 18:32:50,63.44,-20.27,44.6,87,75,25.28
433,Hudiksvall,SE,2020-11-07 18:32:50,61.73,17.1,46.72,77,100,5.17
434,Patacamaya,BO,2020-11-07 18:32:50,-17.23,-67.92,60.87,30,0,15.43
435,Saint-Joseph,RE,2020-11-07 18:32:50,-21.37,55.62,73.4,78,75,17.22
436,Faya,SA,2020-11-07 18:32:25,18.39,42.45,62.6,72,0,2.21
437,San Felipe,VE,2020-11-07 18:32:50,10.34,-68.74,82.2,80,100,1.95
438,Saint Anthony,US,2020-11-07 18:32:20,45.02,-93.22,70.0,63,1,13.87
439,Phetchabun,TH,2020-11-07 18:32:51,16.25,101.08,75.97,74,98,5.14
440,Landerneau,FR,2020-11-07 18:32:51,48.45,-4.25,59.0,87,100,8.05
441,Changji,CN,2020-11-07 18:32:51,44.02,87.32,33.8,59,0,2.24
442,Camacha,PT,2020-11-07 18:32:51,33.08,-16.33,68.0,77,40,8.05
443,Dicabisagan,PH,2020-11-07 18:28:09,17.08,122.42,78.12,89,99,4.79
444,Tulum,MX,2020-11-07 18:29:03,20.22,-87.47,86.0,74,40,10.29
445,Manta,EC,2020-11-07 18:32:52,-0.95,-80.73,78.8,69,75,13.87
446,South Lake Tahoe,US,2020-11-07 18:28:44,38.93,-119.98,33.8,50,75,3.36
447,Egvekinot,RU,2020-11-07 18:32:52,66.32,-179.17,22.46,98,100,4.45
448,Iracoubo,GF,2020-11-07 18:32:52,5.48,-53.2,84.04,73,53,15.03
449,Pareora,NZ,2020-11-07 18:32:52,-44.49,171.21,43.0,97,100,13.0
450,Japura,ID,2020-11-07 18:32:52,-0.32,102.35,74.05,97,86,3.67
451,High Level,CA,2020-11-07 18:32:53,58.52,-117.14,6.8,92,75,4.14
452,Ormara,PK,2020-11-07 18:32:53,25.21,64.64,76.06,52,0,7.47
453,Rabo De Peixe,PT,2020-11-07 18:32:53,37.8,-25.58,62.6,63,40,11.41
454,Bellefontaine,US,2020-11-07 18:28:34,40.36,-83.76,71.01,37,1,9.17
455,Smithers,CA,2020-11-07 18:30:05,54.78,-127.17,30.2,63,5,8.05
456,Yinchuan,CN,2020-11-07 18:31:44,38.47,106.27,44.22,52,0,2.75
457,Crowley,US,2020-11-07 18:32:54,30.21,-92.37,81.0,76,62,3.0
458,Manturovo,RU,2020-11-07 18:32:54,58.34,44.76,34.86,88,99,7.0
459,New Glasgow,CA,2020-11-07 18:32:54,45.58,-62.65,51.8,71,100,11.41
460,Makakilo City,US,2020-11-07 18:32:54,21.35,-158.09,78.8,78,1,3.36
461,Morant Bay,JM,2020-11-07 18:32:54,17.88,-76.41,84.2,74,40,17.22
462,Kalawit,PH,2020-11-07 18:32:54,8.07,122.52,76.35,87,99,1.43
463,Pisco,PE,2020-11-07 18:32:54,-13.7,-76.22,64.99,82,90,8.05
464,Karymskoye,RU,2020-11-07 18:32:55,51.62,114.35,11.21,91,55,3.69
465,Kuala Lipis,MY,2020-11-07 18:32:55,4.18,102.05,73.94,96,96,1.43
466,Eenhana,NA,2020-11-07 18:32:56,-17.47,16.33,82.85,15,28,7.05
467,Kurumkan,RU,2020-11-07 18:32:56,54.3,110.3,14.32,76,95,2.53
468,Mamlyutka,KZ,2020-11-07 18:32:57,54.94,68.54,40.21,89,100,12.8
469,Veraval,IN,2020-11-07 18:32:57,20.9,70.37,79.11,48,0,7.2
470,Mudgee,AU,2020-11-07 18:32:57,-32.59,149.59,53.6,76,90,8.05
471,Methven,NZ,2020-11-07 18:33:00,-43.63,171.65,43.0,97,100,4.0
472,Kajiado,KE,2020-11-07 18:33:00,-1.85,36.78,68.0,68,20,18.52
473,Baoding,CN,2020-11-07 18:33:01,38.85,115.49,41.25,51,0,3.67
474,Gamba,GA,2020-11-07 18:33:01,-2.65,10.0,76.48,92,62,6.02
475,Zaozerne,UA,2020-11-07 18:33:01,45.16,33.28,52.74,72,0,6.33
476,Barranca,PE,2020-11-07 18:33:01,-10.75,-77.77,66.47,70,15,12.68
477,Grand Gaube,MU,2020-11-07 18:33:02,-20.01,57.66,73.0,72,0,3.0
478,Luanda,AO,2020-11-07 18:33:02,-8.84,13.23,78.8,83,75,9.17
479,Vallenar,CL,2020-11-07 18:33:02,-28.57,-70.76,81.99,23,0,10.98
480,Aripuana,BR,2020-11-07 18:33:02,-9.17,-60.63,95.99,38,89,3.74
481,Sarankhola,BD,2020-11-07 18:33:02,22.31,89.79,64.85,74,0,4.72
482,Suez,EG,2020-11-07 18:33:02,29.97,32.53,70.5,54,33,3.71
483,Porto Novo,BJ,2020-11-07 18:31:53,6.5,2.6,80.6,83,40,10.29
484,Bamiantong,CN,2020-11-07 18:33:03,44.93,130.53,29.57,95,100,10.45
485,Vysotsk,RU,2020-11-07 18:33:03,60.63,28.57,48.0,87,40,11.41
486,Bronnoysund,NO,2020-11-07 18:33:03,65.46,12.2,41.0,80,92,5.82
487,Zhenlai,CN,2020-11-07 18:33:04,45.85,123.3,28.67,77,0,19.71
488,Wamba,NG,2020-11-07 18:33:04,8.93,8.6,77.74,46,100,0.74
489,Vila Velha,BR,2020-11-07 18:31:57,-20.33,-40.29,78.8,78,20,10.29
490,Biak,ID,2020-11-07 18:31:52,-0.91,122.88,77.5,74,92,6.02
491,Ascension,US,2020-11-07 18:33:04,30.22,-90.9,75.2,73,75,10.29
492,Marienburg,PL,2020-11-07 18:33:04,54.04,19.03,46.99,92,0,5.99
493,San Francisco,US,2020-11-07 18:31:43,37.77,-122.42,57.2,58,20,10.29
494,Adrar,MR,2020-11-07 18:33:05,20.5,-10.07,89.44,17,100,7.94
495,Atbasar,KZ,2020-11-07 18:33:05,51.8,68.33,44.19,58,100,11.36
496,Chateaubelair,VC,2020-11-07 18:33:05,13.28,-61.25,86.0,74,75,3.36
497,Golden,US,2020-11-07 18:33:05,39.76,-105.22,72.0,24,75,16.11
498,Marquette,US,2020-11-07 18:33:05,46.53,-87.63,68.0,63,1,14.99
499,Campina Verde,BR,2020-11-07 18:33:06,-19.54,-49.49,94.96,25,63,7.05
500,Mandalgovi,MN,2020-11-07 18:31:58,45.76,106.27,25.47,72,0,7.99
501,Marzuq,YE,2020-11-07 18:33:06,14.4,46.47,65.91,55,1,3.76
502,Zheleznodorozhnyy,RU,2020-11-07 18:29:35,55.75,38.0,71.04,75,0,6.71
503,Oranjemund,NA,2020-11-07 18:33:06,-28.55,16.43,63.48,85,40,3.31
504,Marawi,PH,2020-11-07 18:31:39,8.0,124.29,73.0,94,100,5.99
505,Maple Creek,CA,2020-11-07 18:33:07,49.92,-109.48,37.4,77,100,4.7
506,Sambava,MG,2020-11-07 18:33:07,-14.27,50.17,75.7,85,100,12.08
507,Ostersund,SE,2020-11-07 18:33:07,63.18,14.64,41.0,93,64,6.93
508,Troitsk,RU,2020-11-07 18:33:07,54.1,61.58,38.57,88,100,9.08
509,Alice Springs,AU,2020-11-07 18:31:27,-23.7,133.88,62.6,21,0,5.82
510,Itarema,BR,2020-11-07 18:33:07,-2.92,-39.92,84.29,63,99,19.01
511,Hamilton,US,2020-11-07 18:32:11,39.18,-84.53,73.0,37,1,5.82
512,Polewali,ID,2020-11-07 18:33:08,-3.43,119.34,75.83,78,100,3.4
513,Laguna,US,2020-11-07 18:32:35,38.42,-121.42,57.99,54,1,2.91
514,Boone,US,2020-11-07 18:33:08,39.03,-92.33,71.01,58,0,3.0
515,Oriximina,BR,2020-11-07 18:33:09,-1.77,-55.87,91.47,51,1,8.43
516,Frunzivka,UA,2020-11-07 18:33:09,47.33,29.75,46.8,89,0,6.11
517,Tabou,CI,2020-11-07 18:31:58,4.42,-7.35,79.23,84,81,5.59
518,Mocajuba,BR,2020-11-07 18:33:09,-2.58,-49.51,83.77,81,100,1.03
519,Mahibadhoo,MV,2020-11-07 18:33:09,3.78,72.97,83.97,75,99,10.49
520,Middelburg,ZA,2020-11-07 18:33:09,-25.78,29.46,76.3,26,0,2.48
521,Flinders,AU,2020-11-07 18:33:10,-34.58,150.86,54.0,86,63,7.14
522,Gravdal,NO,2020-11-07 18:33:10,68.12,13.5,37.4,74,40,20.8
523,Mahebourg,MU,2020-11-07 18:32:27,-20.41,57.7,73.4,78,40,8.05
524,Kalabo,ZM,2020-11-07 18:33:10,-14.97,22.68,81.77,32,0,3.24
525,Port Augusta,AU,2020-11-07 18:31:05,-32.5,137.77,50.0,87,0,4.7
526,Saint-Augustin,CA,2020-11-07 18:33:11,51.23,-58.65,34.34,80,0,19.17
527,Balkhash,KZ,2020-11-07 18:33:11,46.84,74.98,43.48,61,79,10.58
528,Natal,BR,2020-11-07 18:32:35,-5.79,-35.21,87.8,62,40,21.92
529,Sharan,RU,2020-11-07 18:33:12,54.82,54.0,34.29,91,100,13.73
530,Hualmay,PE,2020-11-07 18:33:12,-11.1,-77.61,67.89,67,14,12.57
531,Talara,PE,2020-11-07 18:33:13,-4.58,-81.27,77.0,61,0,13.87
532,Goderich,CA,2020-11-07 18:33:13,43.75,-81.72,60.8,59,100,16.11
533,Paredon,MX,2020-11-07 18:32:56,16.03,-93.87,88.99,52,3,12.33
534,Orlik,RU,2020-11-07 18:33:13,52.52,99.83,16.75,89,89,3.06
535,Camana,PE,2020-11-07 18:33:13,-16.62,-72.71,64.56,74,98,4.54
536,Tekeli,KZ,2020-11-07 18:33:13,44.83,78.82,45.45,38,76,10.98
537,Moron,AR,2020-11-07 18:32:56,-34.65,-58.62,82.0,50,40,10.29
538,Paracatu,BR,2020-11-07 18:33:14,-17.22,-46.87,86.2,46,75,3.62
539,Asosa,ET,2020-11-07 18:33:06,10.07,34.53,64.49,57,99,3.67
540,Martapura,ID,2020-11-07 18:33:14,-3.42,114.85,74.82,94,9,2.21
541,Sola,VU,2020-11-07 18:32:12,-13.88,167.55,82.4,83,90,5.82
542,Saint-Francois,FR,2020-11-07 18:33:14,46.42,3.91,60.8,59,0,4.7
543,Aksarka,RU,2020-11-07 18:33:15,66.56,67.8,27.43,99,98,1.01
544,Henties Bay,NA,2020-11-07 18:31:24,-22.12,14.28,61.0,89,0,5.99
545,Katsuura,JP,2020-11-07 18:33:15,35.13,140.3,62.01,72,75,4.7
546,San Angelo,US,2020-11-07 18:33:16,31.46,-100.44,73.99,56,1,12.75
547,Sorong,ID,2020-11-07 18:33:16,-0.88,131.25,80.29,84,100,11.95
548,Verkhoyansk,RU,2020-11-07 18:33:16,67.54,133.38,-26.21,83,18,0.76
549,Rocha,UY,2020-11-07 18:33:17,-34.48,-54.33,70.68,68,37,10.6
550,Narsaq,GL,2020-11-07 18:33:17,60.92,-46.05,30.2,74,75,4.7
